Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FBgn0003386,1181.830581,1.832363966,0.095124794,19.26273773,1.10E-82,5.05E-82
FBgn0053120,3404.858121,-0.497715656,0.059217133,-8.404926648,4.28E-17,7.63E-17
FBgn0003388,3175.85053,-4.618802535,0.112316945,-41.12293585,0,0
FBgn0085430,15146.20441,-1.391157536,0.074218722,-18.74402434,2.17E-78,9.41E-78
FBgn0022355,153278.0735,1.603818824,0.121136542,13.23976067,5.17E-40,1.33E-39
FBgn0035003,805.0858354,2.811005385,0.178258662,15.76924988,5.06E-56,1.63E-55
FBgn0035000,56.90989977,0.907732551,0.216095879,4.200600934,2.66E-05,3.61E-05
FBgn0035001,20889.28118,0.063588405,0.037687235,1.687266382,0.091552142,0.106215549
FBgn0035006,682.7444843,-1.881317193,0.228318238,-8.239890117,1.72E-16,3.03E-16
FBgn0038567,1070.586348,3.252103357,0.601470003,5.406925265,6.41E-08,9.36E-08
FBgn0035004,380.2720046,3.545376252,0.175758046,20.17191434,1.73E-90,8.75E-90
FBgn0024973,5006.885932,-0.233952287,0.03759361,-6.223192863,4.87E-10,7.51E-10
FBgn0263616,103.7048888,4.652430559,0.235651592,19.74283527,9.24E-87,4.45E-86
FBgn0263617,505.3508875,-8.176224965,0.220723492,-37.04283977,2.34E-300,7.58E-299
FBgn0038568,7.209230312,-7.525552774,1.390510261,-5.412079999,6.23E-08,9.10E-08
FBgn0038569,7607.305281,0.467933706,0.032451029,14.41968762,3.89E-47,1.10E-46
FBgn0263612,139.2640565,4.184283906,0.27691704,15.11024351,1.39E-51,4.16E-51
FBgn0263613,27.58170952,6.266602732,0.437915973,14.31005746,1.89E-46,5.31E-46
FBgn0263611,102.4363566,2.774204868,0.20051513,13.83538924,1.56E-43,4.20E-43
FBgn0051032,201.6689478,-0.169173268,0.117047955,-1.44533296,0.148364384,0.169164034
FBgn0020261,10737.70518,-0.644712125,0.060419902,-10.67052584,1.40E-26,2.94E-26
FBgn0031842,14740.55077,-0.079018854,0.028197669,-2.802318604,0.005073674,0.006330688
FBgn0028397,7241.491349,3.532754232,0.081136477,43.54088773,0,0
FBgn0020269,1265.112491,-0.411585224,0.086819535,-4.740698308,2.13E-06,2.98E-06
FBgn0261276,12914.56903,-0.057343976,0.027246212,-2.104658657,0.035321032,0.042144221
FBgn0261277,954.6827659,-1.98537457,0.174482752,-11.37862937,5.34E-30,1.18E-29
FBgn0262680,25.65289253,2.318704744,0.350421788,6.616896612,3.67E-11,5.81E-11
FBgn0036688,2309.774033,-0.701174104,0.079151921,-8.858586021,8.10E-19,1.49E-18
FBgn0261270,8112.923959,-2.023141471,0.106670995,-18.96618159,3.25E-80,1.43E-79
FBgn0031837,52.91240595,1.034025925,0.193631783,5.340166302,9.29E-08,1.35E-07
FBgn0031836,11124.82922,1.863158635,0.086158523,21.62477465,1.05E-103,6.35E-103
FBgn0031835,3370.608638,2.185634316,0.072010644,30.3515453,2.40E-202,3.81E-201
FBgn0031782,2178.189049,-0.806210346,0.055226417,-14.59827371,2.88E-48,8.28E-48
FBgn0031785,5502.342881,2.900321858,0.182226657,15.91601307,4.91E-57,1.60E-56
FBgn0031784,3118.26315,3.483920629,0.1633439,21.3287464,6.14E-101,3.59E-100
FBgn0261278,18775.15265,-2.089594291,0.076717755,-27.23742749,2.34E-163,2.68E-162
FBgn0031830,37559.32621,1.885395977,0.082552693,22.83869738,1.89E-115,1.30E-114
FBgn0038519,5652.629738,0.485708377,0.042423786,11.44896357,2.38E-30,5.30E-30
FBgn0020416,4763.675372,-0.091473363,0.096548569,-0.947433645,0.343417854,0.376914674
FBgn0040233,12631.50977,0.961833918,0.054328249,17.70412155,3.90E-70,1.52E-69
FBgn0262966,1263.986075,3.634991658,0.21976342,16.54047635,1.88E-61,6.48E-61
FBgn0052079,41.83710034,2.089319376,0.46505402,4.492638028,7.03E-06,9.71E-06
FBgn0052071,16.73399519,-3.284694911,0.540376183,-6.078533837,1.21E-09,1.85E-09
FBgn0052072,1820.850201,4.653029834,0.160028379,29.07627929,7.16E-186,9.99E-185
FBgn0052073,141.3333216,-2.087309307,0.323790043,-6.446490108,1.14E-10,1.79E-10
FBgn0052074,10.99235027,-1.307737792,0.456182277,-2.86670013,0.004147758,0.005198373
FBgn0052075,1944.809251,-0.573787088,0.07623192,-7.52686132,5.20E-14,8.74E-14
FBgn0052076,2466.398154,-0.464365589,0.037077174,-12.52429819,5.50E-36,1.33E-35
FBgn0259791,3053.348607,0.555303813,0.084032039,6.608239196,3.89E-11,6.15E-11
FBgn0259794,8557.41113,3.568950999,0.185972102,19.19078703,4.42E-82,2.01E-81
FBgn0259795,63297.49441,3.616147163,0.189251479,19.10762962,2.18E-81,9.79E-81
FBgn0034661,220.6775911,-5.652911282,0.420290891,-13.44999713,3.08E-41,8.05E-41
FBgn0034660,525.7345189,6.753906536,0.259354606,26.04120527,1.69E-149,1.70E-148
FBgn0034663,34866.62957,4.01714106,0.157217554,25.55147918,5.29E-144,5.05E-143
FBgn0034662,16554.52935,1.412053607,0.152296429,9.271744683,1.83E-20,3.46E-20
FBgn0031169,2112.445904,1.260933397,0.296317391,4.255347251,2.09E-05,2.84E-05
FBgn0034664,10933.97953,3.886253423,0.156300217,24.86403089,1.82E-136,1.59E-135
FBgn0034667,126.1547191,0.53437286,0.153195078,3.488185559,0.00048631,0.000631817
FBgn0034666,38.96684238,5.557866442,0.391643116,14.19115062,1.04E-45,2.88E-45
FBgn0031164,561.1463932,3.342860636,0.157561417,21.21623871,6.76E-100,3.88E-99
FBgn0064766,6753.338225,-0.496980652,0.054811052,-9.067161412,1.22E-19,2.28E-19
FBgn0031161,4603.867905,-0.308922053,0.050339398,-6.136784841,8.42E-10,1.29E-09
FBgn0015221,71276.175,0.069788566,0.047033791,1.483796319,0.137862964,0.157642675
FBgn0015222,58039.82065,0.092763639,0.077678962,1.194192561,0.232402653,0.259816686
FBgn0038170,185.3758416,1.865382038,0.120560469,15.47258441,5.31E-54,1.65E-53
FBgn0038173,458.7063441,1.094888829,0.114234873,9.584541031,9.29E-22,1.80E-21
FBgn0038172,4732.14955,-0.052171554,0.109226135,-0.477647167,0.632901354,0.669326496
FBgn0038179,2464.404421,-0.471958144,0.094240487,-5.008018945,5.50E-07,7.83E-07
FBgn0038414,888.484978,-1.298133254,0.115869876,-11.20337138,3.93E-29,8.58E-29
FBgn0030786,3288.358103,-0.439091718,0.051657774,-8.500012419,1.90E-17,3.40E-17
FBgn0030787,3869.489356,0.138810904,0.068673824,2.021307328,0.043247961,0.051287477
FBgn0030780,3482.324248,3.186745196,0.159313255,20.00301351,5.18E-89,2.57E-88
FBgn0265356,19526.74394,-0.607290381,0.091124922,-6.664371997,2.66E-11,4.22E-11
FBgn0265351,1036.646731,-1.127442054,0.06659602,-16.9295712,2.72E-64,9.73E-64
FBgn0030788,6763.733134,-1.482900032,0.153121642,-9.684457464,3.51E-22,6.85E-22
FBgn0030789,2308.693931,-0.85968818,0.066776061,-12.8741972,6.29E-38,1.56E-37
FBgn0267326,2986.880797,3.144540972,0.154541102,20.3476029,4.88E-92,2.53E-91
FBgn0011693,11288.12607,9.349005981,0.169960519,55.00692769,0,0
FBgn0011692,6092.046105,-2.759434391,0.113872812,-24.23260087,1.01E-129,8.09E-129
FBgn0011695,65685.20975,5.661683928,0.117112381,48.34402528,0,0
FBgn0011694,65798.82764,11.67923252,0.449186114,26.00087616,4.84E-149,4.85E-148
FBgn0038415,282.5166027,4.675490847,0.172259618,27.14211775,3.14E-162,3.54E-161
FBgn0264345,6.091043487,0.92466083,0.499178566,1.852364851,0.063973449,0.075036204
FBgn0027835,60106.04719,-0.924013378,0.062834074,-14.70560983,5.93E-49,1.72E-48
FBgn0264347,586.5602105,1.541892934,0.142842864,10.79432942,3.66E-27,7.77E-27
FBgn0264346,91.13777997,4.506868848,0.278229474,16.19838755,5.18E-59,1.73E-58
FBgn0030294,2335.839596,-1.125216308,0.096729677,-11.63258626,2.81E-31,6.35E-31
FBgn0264340,401.0037854,4.236090824,0.181168983,23.38198706,6.52E-121,4.73E-120
FBgn0264343,31.09157864,-1.143995743,0.426397619,-2.682931825,0.007297987,0.009043483
FBgn0029154,299.130637,2.621834509,0.422902707,6.199616281,5.66E-10,8.71E-10
FBgn0040796,10.77694166,-8.128126436,0.532650874,-15.25976362,1.42E-52,4.31E-52
FBgn0040797,0.87972962,-0.414011309,1.658406208,-0.24964409,0.802862599,0.831932172
FBgn0040794,141.9139678,6.359607395,0.266268705,23.88417141,4.47E-126,3.45E-125
FBgn0040795,37.30616774,-0.098159769,0.273936232,-0.358330727,0.720095826,0.75367185
FBgn0040793,35079.59838,1.741178656,0.099126981,17.56513353,4.56E-69,1.75E-68
FBgn0051679,1267.817204,3.912843912,0.226747631,17.25638278,1.00E-66,3.70E-66
FBgn0015591,1235.497783,1.258803703,0.062581535,20.11461852,5.50E-90,2.76E-89
FBgn0051677,383.4255677,5.925618869,0.351044186,16.87998007,6.32E-64,2.24E-63
FBgn0051676,2501.260922,0.5952451,0.075859614,7.846666552,4.27E-15,7.34E-15
FBgn0051675,526.2305487,0.840485716,0.085867109,9.788214895,1.27E-22,2.49E-22
FBgn0051674,1055.9524,2.831129581,0.126197039,22.43419981,1.83E-111,1.20E-110
FBgn0051673,4381.545915,1.127145696,0.0644011,17.50196332,1.38E-68,5.26E-68
FBgn0040798,17.54420456,-4.891099924,0.745462541,-6.56116123,5.34E-11,8.41E-11
FBgn0040799,36.89272491,-6.057661739,0.757897113,-7.992723065,1.32E-15,2.29E-15
FBgn0267605,3.443319564,0.275322503,0.722407476,0.381118015,0.703115681,0.737533341
FBgn0267604,73.97938542,4.706417131,0.199063881,23.64274773,1.40E-123,1.05E-122
FBgn0267607,6.818893109,3.185036495,1.171199592,2.719465168,0.006538758,0.008122159
FBgn0267606,36.6154288,0.635537436,0.271346991,2.342157668,0.019172614,0.023221744
FBgn0026309,2668.444487,-0.823592379,0.047986467,-17.16301331,5.02E-66,1.84E-65
FBgn0051741,1523.675767,-4.632500288,0.200435192,-23.11221017,3.49E-118,2.47E-117
FBgn0267603,11.65381942,3.079369925,0.517931367,5.945517348,2.76E-09,4.17E-09
FBgn0267602,28.38765508,2.249916627,0.326075231,6.899992428,5.20E-12,8.39E-12
FBgn0051216,956.8002228,1.897709187,0.061672979,30.77051282,6.50E-208,1.09E-206
FBgn0267609,0.160327724,-1.639584901,3.995945202,-0.410312159,0.681576974,0.716444543
FBgn0029629,14555.2866,-1.031035977,0.050673505,-20.34664824,4.97E-92,2.58E-91
FBgn0014000,4909.587725,0.662251179,0.079997689,8.278378852,1.25E-16,2.20E-16
FBgn0262609,14.48260728,1.75622716,0.778036736,2.257254805,0.023992158,0.02891494
FBgn0026582,1084.226976,-0.357918492,0.064048059,-5.588280041,2.29E-08,3.38E-08
FBgn0040236,9773.322367,-0.725094391,0.038930726,-18.62524701,2.01E-77,8.60E-77
FBgn0039778,35029.22135,-2.07076148,0.176307269,-11.74518495,7.48E-32,1.70E-31
FBgn0039779,153.0099119,-4.804187656,0.239160163,-20.08774205,9.45E-90,4.73E-89
FBgn0039770,640.7762521,1.843496335,0.087427542,21.08599074,1.07E-98,6.03E-98
FBgn0039771,2.05215965,0.785938039,1.235091219,0.636340075,0.52455479,0.562169959
FBgn0039773,3746.142357,0.850459209,0.054639362,15.56495494,1.26E-54,3.96E-54
FBgn0039774,4422.768095,0.836829289,0.101409263,8.252000466,1.56E-16,2.75E-16
FBgn0039776,4684.764618,-0.549418838,0.080043856,-6.863972673,6.70E-12,1.08E-11
FBgn0039777,34109.89403,-1.673798927,0.17923886,-9.338370737,9.78E-21,1.86E-20
FBgn0051493,590.9704143,9.791565497,0.491402774,19.92574324,2.43E-88,1.19E-87
FBgn0267818,44.89585858,1.910203244,0.340575648,5.608748767,2.04E-08,3.01E-08
FBgn0051491,0.125783071,0.25465413,3.999944614,0.063664414,0.949237441,0.961501997
FBgn0051496,1514.868417,-1.480669472,0.07414167,-19.97081355,9.88E-89,4.89E-88
FBgn0051495,674.9786301,-0.705340315,0.278062244,-2.536627427,0.0111926,0.013731411
FBgn0266430,69.69205636,-0.379001628,0.178677679,-2.121147029,0.033909431,0.040504154
FBgn0263024,411.3139631,10.28712237,0.533298367,19.28961912,6.57E-83,3.02E-82
FBgn0037199,7330.92203,0.495291837,0.036125734,13.7102222,8.82E-43,2.35E-42
FBgn0266433,52.01610741,2.673315929,0.257634458,10.37639122,3.18E-25,6.53E-25
FBgn0037310,1318.134347,1.693717896,0.187797057,9.018873489,1.90E-19,3.53E-19
FBgn0037643,58889.0089,1.112310795,0.052844301,21.04883176,2.34E-98,1.32E-97
FBgn0037312,4234.583405,-0.421293095,0.046789302,-9.004047378,2.18E-19,4.04E-19
FBgn0037313,6621.565432,-0.409169989,0.037361601,-10.95161809,6.53E-28,1.40E-27
FBgn0037646,1564.662987,2.452768763,0.087242563,28.11435922,6.54E-174,8.27E-173
FBgn0037647,3264.355884,-0.761600845,0.033035771,-23.05382407,1.35E-117,9.48E-117
FBgn0041775,178694.5021,-0.815302212,0.110797184,-7.35851026,1.86E-13,3.09E-13
FBgn0037645,71.89386738,-2.625984561,0.227219114,-11.55705838,6.80E-31,1.52E-30
FBgn0265764,7.806638474,3.29172937,0.346228915,9.507378576,1.96E-21,3.76E-21
FBgn0265765,83.34258955,2.589758482,0.210147844,12.32350725,6.77E-35,1.61E-34
FBgn0014179,97.28308543,-1.317391269,0.139931909,-9.414516509,4.75E-21,9.07E-21
FBgn0265767,4501.052922,1.250369385,0.061461776,20.34385375,5.26E-92,2.73E-91
FBgn0265760,12.16330945,1.217625435,0.327122508,3.722230678,0.00019747,0.000260248
FBgn0265761,20.00741754,2.130281121,0.662616163,3.214954961,0.00130465,0.001667259
FBgn0265762,3.976643315,-0.234051802,0.864332799,-0.270788985,0.786553332,0.817065975
FBgn0265763,11.0315054,4.215258513,0.460214805,9.159328347,5.22E-20,9.81E-20
FBgn0000157,1148.277291,-1.57318764,0.089009402,-17.67439852,6.60E-70,2.56E-69
FBgn0000150,74584.58816,-0.466247607,0.05465464,-8.530796479,1.45E-17,2.61E-17
FBgn0266437,123.1258997,1.63913756,0.234386796,6.993301621,2.68E-12,4.35E-12
FBgn0014143,141.8048167,0.05579746,0.133733549,0.417228592,0.676511214,0.712010441
FBgn0000153,9216.709165,-0.357281291,0.15541584,-2.298873081,0.021512147,0.025985176
FBgn0266436,974.5674605,2.96867992,0.146049325,20.32655691,7.49E-92,3.87E-91
FBgn0000158,2770.272019,0.148913226,0.168251067,0.885065564,0.376121271,0.41092512
FBgn0027509,5103.596602,-0.660244605,0.037600076,-17.55966122,5.02E-69,1.92E-68
FBgn0053666,1286.805639,2.892918799,0.148155827,19.52618981,6.58E-85,3.10E-84
FBgn0267810,3610.233963,-1.939140195,0.134821268,-14.38304375,6.61E-47,1.87E-46
FBgn0265914,552.2254241,-3.611817005,0.207615056,-17.39670081,8.74E-68,3.28E-67
FBgn0031320,4080.790647,0.225179308,0.088338753,2.549043313,0.010801888,0.013270696
FBgn0261358,174.8622477,2.521620869,0.223195756,11.29779937,1.35E-29,2.96E-29
FBgn0262108,857.2187973,-1.461146346,0.166457273,-8.777906305,1.67E-18,3.05E-18
FBgn0267812,69.83624495,0.657533351,0.13565198,4.847207924,1.25E-06,1.77E-06
FBgn0283712,7323.863332,0.795766909,0.043546536,18.27394268,1.33E-74,5.52E-74
FBgn0061469,10277.02071,-0.194314744,0.046644534,-4.165863076,3.10E-05,4.20E-05
FBgn0032925,7077.036547,-1.010649458,0.095172659,-10.61911544,2.43E-26,5.08E-26
FBgn0004431,3166.424062,-3.818120653,0.150542807,-25.36235865,6.57E-142,6.11E-141
FBgn0001150,147.4092266,1.683481304,0.226270129,7.440139419,1.01E-13,1.68E-13
FBgn0004389,4.478963449,1.300834423,0.629396815,2.066795371,0.03875344,0.046116963
FBgn0004436,14741.97466,-0.542277076,0.02849415,-19.0311723,9.41E-81,4.19E-80
FBgn0032922,1706.341247,0.939813303,0.044887013,20.93730992,2.45E-97,1.36E-96
FBgn0032923,7331.094872,-1.245462573,0.038016917,-32.76074615,2.13E-235,4.50E-234
FBgn0004387,9122.297701,-0.555464726,0.064979727,-8.548277287,1.25E-17,2.25E-17
FBgn0004381,3304.352915,-0.406962466,0.049387418,-8.240205403,1.72E-16,3.03E-16
FBgn0032929,6228.965503,-0.644792364,0.105195325,-6.129477392,8.82E-10,1.35E-09
FBgn0053667,606.8347982,3.009097215,0.16613025,18.11287963,2.52E-73,1.02E-72
FBgn0052475,2342.437564,-0.596911918,0.109473354,-5.452577221,4.96E-08,7.26E-08
FBgn0033680,1043.961754,3.487149175,0.145547399,23.95885593,7.47E-127,5.80E-126
FBgn0261850,3394.405345,-1.092652594,0.04653221,-23.48163995,6.28E-122,4.61E-121
FBgn0262450,0.168543821,0.525175208,2.42786929,0.216311154,0.828745215,0.855557848
FBgn0000355,28890.70176,4.033154449,0.421511133,9.56832248,1.09E-21,2.10E-21
FBgn0259989,5061.083299,5.678646873,0.450332191,12.60990663,1.86E-36,4.52E-36
FBgn0265919,9.139377471,2.29521819,0.475788757,4.824027797,1.41E-06,1.98E-06
FBgn0058100,1.138809422,2.128692323,1.594959222,1.334637459,0.181995032,0.205565863
FBgn0283426,13.17505742,-0.196705435,0.39518345,-0.49775727,0.618655137,0.655465567
FBgn0004657,19564.60658,-1.2784356,0.025722957,-49.70017979,0,0
FBgn0004656,28905.21167,-0.717827265,0.061311294,-11.70791252,1.16E-31,2.63E-31
FBgn0004655,13080.86607,-0.423792263,0.063589603,-6.664489817,2.66E-11,4.22E-11
FBgn0004654,18679.88569,0.474804627,0.082735019,5.738859218,9.53E-09,1.42E-08
FBgn0004652,4144.70961,-0.231739943,0.109668333,-2.113098079,0.034592374,0.041302988
FBgn0004650,8468.537908,3.006780015,0.141569195,21.23894261,4.17E-100,2.40E-99
FBgn0266994,234.4965605,-1.656994353,0.111283636,-14.88982937,3.84E-50,1.13E-49
FBgn0015400,941.3759626,0.192720302,0.085985623,2.24130844,0.025006103,0.030093373
FBgn0035228,21855.09187,1.187453077,0.098005768,12.11615499,8.67E-34,2.03E-33
FBgn0053138,16665.07481,1.646786968,0.108002103,15.24773064,1.70E-52,5.18E-52
FBgn0036099,7091.872974,-1.576754432,0.052338455,-30.12611722,2.20E-199,3.41E-198
FBgn0086681,1413.010336,3.173117482,0.107675938,29.46914183,7.16E-191,1.04E-189
FBgn0011849,0.038936842,-0.196172201,3.999944614,-0.049043729,0.960884447,0.969537164
FBgn0259982,1295.806477,0.069900227,0.066680529,1.048285431,0.29450712,0.325851145
FBgn0011844,0.078077782,-0.737162644,3.999944614,-0.184293213,0.853783438,0.878709264
FBgn0011845,0.513910658,1.109410284,0.820496299,1.352121009,0.176336607,0.19949676
FBgn0263027,911.4840781,1.692847015,0.064981715,26.05112878,1.31E-149,1.32E-148
FBgn0033527,1046.082067,-0.785801013,0.071605878,-10.9739735,5.10E-28,1.10E-27
FBgn0266232,80.74575246,6.342455618,0.473020898,13.40840466,5.40E-41,1.41E-40
FBgn0266231,125.5941343,5.197562525,0.234970892,22.12002725,2.03E-108,1.30E-107
FBgn0266230,66.17624387,4.472426638,0.304200213,14.70224689,6.24E-49,1.81E-48
FBgn0033523,1879.464592,0.88707472,0.038606482,22.97735169,7.85E-117,5.48E-116
FBgn0025373,5346.420198,-0.468610333,0.047944728,-9.773970008,1.46E-22,2.86E-22
FBgn0033521,3641.069521,1.97430423,0.178143822,11.08264217,1.52E-28,3.30E-28
FBgn0266234,4.980717618,-2.464659597,0.64040867,-3.848573124,0.000118808,0.000157719
FBgn0013995,13546.28108,2.782416599,0.087402235,31.83461598,2.15E-222,4.05E-221
FBgn0266239,26.85998394,2.338126589,0.252497692,9.259991919,2.04E-20,3.86E-20
FBgn0266238,18.06709128,0.717313159,0.385066879,1.86282747,0.062486544,0.073365991
FBgn0033529,6287.736975,-0.39976463,0.037795406,-10.57706936,3.81E-26,7.94E-26
FBgn0033528,2661.526959,-1.197494377,0.055751143,-21.47927942,2.43E-102,1.45E-101
FBgn0037519,885.5636386,3.013577647,0.123808908,24.34055599,7.30E-131,5.94E-130
FBgn0015402,4379.068409,-0.180535003,0.051387221,-3.513227569,0.000442698,0.000576097
FBgn0263482,1.589266957,-0.413228073,0.804605232,-0.513578655,0.607546606,0.644789995
FBgn0035257,50.53774818,1.669087257,0.42028393,3.971332565,7.15E-05,9.56E-05
FBgn0035256,16.01500632,-2.097578056,0.467414451,-4.487619182,7.20E-06,9.94E-06
FBgn0053099,2223.153649,-1.707316382,0.0847902,-20.13577495,3.59E-90,1.81E-89
FBgn0035254,1586.274293,0.007513376,0.051513813,0.145851667,0.884038488,0.906888835
FBgn0035253,16146.42306,0.505426601,0.033785312,14.95995047,1.34E-50,3.98E-50
FBgn0035252,8528.634119,0.211837295,0.056476351,3.750902684,0.000176199,0.000232617
FBgn0035251,7002.380485,-1.253733555,0.04217961,-29.72368773,3.80E-194,5.63E-193
FBgn0035227,9140.181068,0.65354301,0.055333497,11.81098325,3.43E-32,7.83E-32
FBgn0065032,1094.546058,-2.09654193,0.090834185,-23.08097924,7.19E-118,5.08E-117
FBgn0035718,1050.304848,2.603350393,0.20529686,12.68090704,7.55E-37,1.84E-36
FBgn0263480,0.867909658,-0.286967537,1.186792547,-0.241800926,0.808934422,0.837479414
FBgn0002174,9213.91598,1.954583036,0.042965924,45.49147015,0,0
FBgn0027085,2894.196052,0.205714258,0.03604037,5.707884201,1.14E-08,1.70E-08
FBgn0066114,2104.489709,-0.904452535,0.039436661,-22.93430819,2.11E-116,1.47E-115
FBgn0013334,15039.82573,1.290097101,0.042820658,30.12791379,2.09E-199,3.23E-198
FBgn0028687,24648.21429,-1.651636491,0.030808579,-53.60962846,0,0
FBgn0028684,18236.78013,-1.724865418,0.035858132,-48.10248892,0,0
FBgn0028685,17026.59941,-2.075653815,0.034118471,-60.83665958,0,0
FBgn0013997,9268.650733,-1.008602066,0.040424256,-24.95041776,2.11E-137,1.85E-136
FBgn0028683,2495.265665,-0.966690307,0.07784996,-12.41735135,2.10E-35,5.04E-35
FBgn0065058,8.292900132,-0.069076328,0.230404175,-0.299805017,0.764325888,0.795867473
FBgn0264983,31.42898167,0.628083168,0.441682801,1.422023152,0.15501953,0.176418581
FBgn0264982,2266.67114,-0.484031457,0.163070242,-2.968239042,0.002995113,0.00377025
FBgn0263484,10.1485215,-0.136944971,0.289175269,-0.473570827,0.635805983,0.672170703
FBgn0264987,243.8181531,0.080247642,0.285315629,0.281259189,0.77851161,0.809626145
FBgn0264986,51.04826965,1.888433651,0.249932467,7.555775653,4.16E-14,7.02E-14
FBgn0028688,16558.2301,-1.701885816,0.049800095,-34.17434869,5.82E-256,1.41E-254
FBgn0028689,26334.15166,-0.662292126,0.060730425,-10.90544197,1.09E-27,2.32E-27
FBgn0030234,2270.121399,-0.619456723,0.092900172,-6.66798249,2.59E-11,4.12E-11
FBgn0034317,705.2129325,-0.181303209,0.414942709,-0.436935522,0.66215811,0.698172739
FBgn0032209,476.7680039,0.514474941,0.083754658,6.142642704,8.12E-10,1.24E-09
FBgn0037515,5466.555164,-1.974491089,0.078512826,-25.14864373,1.46E-139,1.32E-138
FBgn0052191,2465.170447,-0.229342181,0.10221306,-2.243765919,0.024847466,0.029912757
FBgn0267125,11.35453428,0.902954998,0.298222266,3.027792023,0.002463476,0.003113802
FBgn0038993,1967.946956,3.802516681,0.144273888,26.3562362,4.35E-153,4.54E-152
FBgn0052190,20813.73666,-0.292672902,0.051277903,-5.707583304,1.15E-08,1.71E-08
FBgn0062961,250.5467715,0.82940008,0.157643957,5.261223424,1.43E-07,2.07E-07
FBgn0085233,847.7226836,4.217622645,0.188725652,22.34790345,1.27E-110,8.27E-110
FBgn0250874,5244.034632,0.234837843,0.044641907,5.26047964,1.44E-07,2.08E-07
FBgn0259848,0.066461174,0.254658938,3.999944614,0.063665616,0.949236484,0.961501997
FBgn0250871,6704.357203,-2.018343237,0.09184708,-21.9750397,4.99E-107,3.15E-106
FBgn0039965,6464.044623,-0.575738344,0.037649849,-15.29191643,8.66E-53,2.64E-52
FBgn0052667,7797.017161,1.577545054,0.205601512,7.672828064,1.68E-14,2.86E-14
FBgn0052666,11423.67912,-0.102079236,0.042493218,-2.402247727,0.016294669,0.019810095
FBgn0052660,2445.124234,3.446113436,0.292366069,11.78698147,4.56E-32,1.04E-31
FBgn0032204,2357.143694,-0.391535588,0.047796571,-8.191708747,2.58E-16,4.52E-16
FBgn0030300,2533.23748,-0.514447987,0.095889633,-5.365001117,8.09E-08,1.18E-07
FBgn0052669,1334.370025,-0.141427842,0.119319279,-1.185289111,0.235903157,0.263628977
FBgn0002719,69328.65004,1.95150242,0.137178063,14.2260532,6.31E-46,1.76E-45
FBgn0266991,1.703197255,2.677369545,0.938765672,2.85201049,0.004344367,0.005438545
FBgn0031240,6763.073765,3.510125107,0.133381171,26.31649641,1.24E-152,1.28E-151
FBgn0032741,743.8988048,0.251932793,0.160368509,1.570961746,0.116191535,0.133692517
FBgn0039966,2132.472704,0.022478253,0.049222082,0.456670091,0.647908192,0.68413784
FBgn0085234,24.89521397,2.374596806,0.336661791,7.053359995,1.75E-12,2.84E-12
FBgn0064117,940.794123,0.128301465,0.090904078,1.411393951,0.158128486,0.179851353
FBgn0085235,1111.791942,-10.10725496,0.469161215,-21.54324491,6.13E-103,3.67E-102
FBgn0032200,8507.97609,-0.673417118,0.040713717,-16.54030063,1.88E-61,6.50E-61
FBgn0267182,169.6543382,1.003362851,0.148247283,6.76817024,1.30E-11,2.08E-11
FBgn0033457,3333.371257,0.41541721,0.040671784,10.21389191,1.72E-24,3.49E-24
FBgn0267180,167.4668327,1.65324795,0.106114634,15.57982998,9.98E-55,3.14E-54
FBgn0267181,66.91128953,-1.034139507,0.178126814,-5.805636357,6.41E-09,9.62E-09
FBgn0033308,84.56428682,-1.579668658,0.331265913,-4.768581958,1.86E-06,2.60E-06
FBgn0267187,6.393829162,-0.769691185,0.384764552,-2.000421246,0.045454796,0.053820596
FBgn0267184,0.219728079,0.61534197,2.43517984,0.252688512,0.800508926,0.829760324
FBgn0267185,0.500494759,0.959083953,1.534502199,0.625013085,0.53196247,0.569585191
FBgn0267188,0.674017921,1.950341243,1.161616825,1.678988458,0.093154293,0.107981171
FBgn0263039,136.7494074,1.317483721,0.223904142,5.884141807,4.00E-09,6.03E-09
FBgn0053397,0.124831019,-0.105996164,1.942084578,-0.054578552,0.956474227,0.968100737
FBgn0031713,5862.118767,0.735616973,0.030560415,24.0709089,5.04E-128,3.97E-127
FBgn0052449,0.376244527,1.38083569,0.984806107,1.402139649,0.160873549,0.182866468
FBgn0052448,1553.575244,-0.434971304,0.071150772,-6.113374382,9.75E-10,1.49E-09
FBgn0265168,19.42096009,0.854248155,0.243438487,3.509092445,0.000449639,0.000584868
FBgn0033454,3352.152415,-0.906121466,0.068297772,-13.2672185,3.59E-40,9.22E-40
FBgn0012001,0.040960402,-0.196172201,3.999944614,-0.049043729,0.960884447,0.969537164
FBgn0012003,0.056734236,-0.376510043,3.999944614,-0.094128814,0.925006832,0.941484062
FBgn0012002,0.014073178,-0.376506196,3.999944614,-0.094127852,0.925007596,0.941484062
FBgn0265162,6.036382034,1.350433956,0.865236505,1.560768586,0.118578362,0.136286397
FBgn0033453,3834.594446,-1.448146283,0.051108715,-28.3346252,1.29E-176,1.67E-175
FBgn0260400,4383.965645,-0.861176844,0.083577463,-10.30393619,6.76E-25,1.38E-24
FBgn0031711,6796.672806,0.037771392,0.0539071,0.700675641,0.483505461,0.520890672
FBgn0052445,8980.694681,3.702810609,0.183577275,20.17031029,1.79E-90,9.03E-90
