Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FBgn0038592,22.57629823,0.129883154,0.291304723,0.445866969,0.655693343,0.691856975
FBgn0051128,1243.344175,3.598677017,0.173424292,20.75070905,1.21E-95,6.54E-95
FBgn0038590,927.3642645,-0.66443232,0.054834942,-12.11695121,8.59E-34,2.01E-33
FBgn0052773,83.12618358,-0.743773224,0.206421793,-3.603171994,0.000314357,0.000411226
FBgn0002643,10018.72093,-1.351981732,0.066996272,-20.17995467,1.47E-90,7.45E-90
FBgn0039293,4435.249361,-1.029279859,0.050064086,-20.55924619,6.36E-94,3.38E-93
FBgn0084049,118.7625404,2.344180171,0.280376612,8.360826377,6.23E-17,1.11E-16
FBgn0052638,4786.447387,0.045937612,0.067396628,0.681601039,0.495491258,0.532818408
FBgn0002645,22386.19785,-0.559276252,0.042778229,-13.07385255,4.65E-39,1.18E-38
FBgn0052639,115.3627503,1.646751359,0.146126117,11.26938424,1.86E-29,4.08E-29
FBgn0037917,6876.26519,0.952007154,0.034275906,27.77482124,8.74E-170,1.06E-168
FBgn0083018,0.686068883,-1.065485304,1.260684304,-0.84516425,0.39801914,0.433279131
FBgn0261530,3489.962031,0.450568274,0.065884128,6.838798492,7.99E-12,1.28E-11
FBgn0037724,13657.57137,-2.487745278,0.263877503,-9.42765202,4.19E-21,8.02E-21
FBgn0264722,17.85820141,1.78497678,0.273209734,6.533357189,6.43E-11,1.01E-10
FBgn0264721,197.2814786,2.457976187,0.111948918,21.95623,7.55E-107,4.75E-106
FBgn0264720,38.12106184,2.266194738,0.169218485,13.39212285,6.72E-41,1.75E-40
FBgn0264727,35.77423095,-1.519387189,0.216413898,-7.020746839,2.21E-12,3.58E-12
FBgn0264726,797.0887796,12.42836264,0.605213593,20.53549817,1.04E-93,5.49E-93
FBgn0264725,129.6220136,10.52711984,0.607555296,17.32701519,2.94E-67,1.10E-66
FBgn0264724,4.061810059,2.944264313,0.667752513,4.409214874,1.04E-05,1.43E-05
FBgn0038423,2372.171549,3.960516059,0.253281369,15.63682347,4.09E-55,1.30E-54
FBgn0024191,2031.279208,-0.4135709,0.054884704,-7.535266981,4.87E-14,8.20E-14
FBgn0035102,1921.385997,-0.372219735,0.07087807,-5.251550115,1.51E-07,2.18E-07
FBgn0035101,5051.436375,-0.511345383,0.059234976,-8.632490792,6.00E-18,1.09E-17
FBgn0052463,315.0057915,3.608446815,0.148443863,24.30849437,1.59E-130,1.29E-129
FBgn0017430,2315.490819,-0.276427684,0.049120064,-5.627592127,1.83E-08,2.71E-08
FBgn0029642,83.92859554,3.834824383,0.311614848,12.30629546,8.38E-35,1.99E-34
FBgn0035107,8554.359926,-0.890496993,0.031802237,-28.00108049,1.58E-172,1.95E-171
FBgn0038426,1941.033348,0.939801366,0.083262231,11.28724696,1.52E-29,3.34E-29
FBgn0260770,796.5315308,2.262657144,0.143955792,15.71772221,1.14E-55,3.66E-55
FBgn0028399,15392.37985,-0.594213661,0.044332141,-13.40367606,5.75E-41,1.50E-40
FBgn0052512,7348.698326,0.687062398,0.162295326,4.23340841,2.30E-05,3.13E-05
FBgn0260776,1730.016727,3.551627899,0.213681141,16.6211575,4.90E-62,1.70E-61
FBgn0260777,177.391775,3.803558499,0.226248529,16.8114176,2.01E-63,7.12E-63
FBgn0260779,1897.201491,0.289284013,0.048118618,6.01189364,1.83E-09,2.79E-09
FBgn0038424,3465.260632,-0.410009536,0.041288113,-9.930449783,3.07E-23,6.10E-23
FBgn0028394,4822.541385,-1.991441323,0.050077908,-39.76686371,0,0
FBgn0028396,18902.94824,-1.884648876,0.304410899,-6.191134693,5.97E-10,9.18E-10
FBgn0052518,0.185021849,-0.196171826,2.765382894,-0.070938396,0.943446785,0.956686991
FBgn0264460,77.61583066,2.348559376,0.157134914,14.94613334,1.65E-50,4.89E-50
FBgn0267883,1.246713466,1.325314699,0.556331828,2.382237782,0.017207782,0.020886803
FBgn0264462,223.6123135,3.053472574,0.12899993,23.67034289,7.29E-124,5.48E-123
FBgn0029645,3.544634298,-1.903200457,0.950349891,-2.002631321,0.045216875,0.053546139
FBgn0264464,910.9486444,0.770549661,0.095193183,8.094588692,5.75E-16,1.00E-15
FBgn0264466,44.73196395,2.543539198,0.404888501,6.282073191,3.34E-10,5.17E-10
FBgn0264467,228.6510809,-0.110703895,0.072175872,-1.533807515,0.125077014,0.143434986
FBgn0264468,429.0014422,3.335354681,0.154937925,21.52703855,8.69E-103,5.20E-102
FBgn0264469,46.2973633,0.182610549,0.163481116,1.117013103,0.263988723,0.293458792
FBgn0025743,8243.968348,-0.63331312,0.050155426,-12.62701099,1.50E-36,3.64E-36
FBgn0010407,287.1862851,-2.127002952,0.098922351,-21.50174292,1.50E-102,8.95E-102
FBgn0029153,6644.213938,3.882811429,0.197019734,19.70772852,1.85E-86,8.90E-86
FBgn0262601,5296.131401,-1.755657994,0.071484002,-24.56015269,3.37E-133,2.81E-132
FBgn0262606,106.9666092,0.595575563,0.243562317,2.445269739,0.014474384,0.017646175
FBgn0263144,18170.51153,-0.356405188,0.051854254,-6.873210161,6.28E-12,1.01E-11
FBgn0029157,16191.60391,0.580179486,0.058449663,9.926139156,3.20E-23,6.37E-23
FBgn0262605,159.9071637,-8.444787512,0.758042699,-11.14025307,7.99E-29,1.74E-28
FBgn0029158,5267.068788,1.91000908,0.032619001,58.55510592,0,0
FBgn0262608,19872.30309,6.474670597,0.282014083,22.95867822,1.21E-116,8.40E-116
FBgn0083017,0.521173681,-0.337116049,1.15155999,-0.292747275,0.769715332,0.801336169
FBgn0050104,6051.810392,2.48477284,0.071478357,34.76259044,8.94E-265,2.31E-263
FBgn0267882,7.747813252,0.379554356,0.367659274,1.032353548,0.301906524,0.333510486
FBgn0026136,973.3561868,2.810144465,0.175385868,16.02263914,8.88E-58,2.92E-57
FBgn0262413,2.622305933,-0.975479466,0.364254301,-2.6780177,0.00740593,0.009172694
FBgn0050105,913.2396594,-0.613301863,0.090894776,-6.747382943,1.51E-11,2.40E-11
FBgn0267132,1.735917679,1.923085991,0.935593926,2.055470796,0.039833554,0.047353968
FBgn0267879,2.434853964,0.715797777,0.824508716,0.868150649,0.385311867,0.420257192
FBgn0032625,1155.722325,1.880529817,0.160463475,11.71936368,1.01E-31,2.30E-31
FBgn0033296,48116.28615,6.630402962,0.15541033,42.66384979,0,0
FBgn0259733,0.343882683,1.970122988,3.993566656,0.493324178,0.621783547,0.658540709
FBgn0025720,5568.868983,0.053020127,0.039625384,1.338034421,0.180885216,0.204378321
FBgn0025726,23957.4086,1.117665717,0.0574906,19.44084285,3.48E-84,1.63E-83
FBgn0050452,0.030923496,-0.286339199,3.999944614,-0.071585791,0.942931548,0.956461529
FBgn0025724,13925.18295,-0.937093863,0.037348916,-25.09025581,6.35E-139,5.70E-138
FBgn0025725,12553.39586,-0.548822402,0.054152082,-10.13483478,3.87E-24,7.81E-24
FBgn0260940,1849.790304,-0.46831108,0.046749371,-10.01748398,1.28E-23,2.55E-23
FBgn0085356,606.515258,5.26478194,0.345212779,15.25083154,1.63E-52,4.94E-52
FBgn0259986,312.2970574,-4.634491107,0.14592621,-31.75914111,2.37E-221,4.43E-220
FBgn0259985,4226.17391,2.064486725,0.052203015,39.54726999,0,0
FBgn0259984,12814.17461,-2.09096931,0.063802666,-32.77244417,1.45E-235,3.08E-234
FBgn0039073,6121.286813,-2.239887,0.13410505,-16.70248069,1.26E-62,4.40E-62
FBgn0278600,0.129356601,0.164499635,3.999944614,0.041125478,0.967195863,0.97427601
FBgn0039071,8204.824283,3.744928795,0.181805483,20.598547,2.83E-94,1.51E-93
FBgn0039070,4363.422203,3.423640476,0.232065968,14.7528761,2.95E-49,8.57E-49
FBgn0039077,1544.289041,3.489345129,0.252070913,13.84271229,1.41E-43,3.80E-43
FBgn0278604,8509.507639,-0.155450356,0.063016501,-2.466819849,0.013631892,0.016635304
FBgn0039075,2066.986057,1.42538045,0.096840859,14.71879188,4.88E-49,1.42E-48
FBgn0036262,53622.11665,2.115358186,0.250072354,8.458984572,2.70E-17,4.83E-17
FBgn0278608,11530.37887,-1.130169483,0.083950093,-13.46239699,2.60E-41,6.81E-41
FBgn0039079,0.58444482,1.526350602,0.820794383,1.859601665,0.062941904,0.073870872
FBgn0036246,842.8583201,3.980528508,0.150796198,26.39674318,1.49E-153,1.57E-152
FBgn0031716,411.3911956,1.309556746,0.08265699,15.8432669,1.56E-56,5.05E-56
FBgn0031717,7544.589111,-3.116973117,0.087097736,-35.78707375,1.75E-280,5.06E-279
FBgn0064115,31.72786423,-0.804453617,0.561301333,-1.433193848,0.151802447,0.172869918
FBgn0031244,3137.545926,1.260458202,0.050020412,25.19887698,4.12E-140,3.74E-139
FBgn0031245,7723.043676,-0.440859068,0.056994092,-7.735171409,1.03E-14,1.76E-14
FBgn0031710,2940.316579,-0.257065975,0.041981733,-6.123281656,9.17E-10,1.40E-09
FBgn0031247,4697.008839,2.786501515,0.058653608,47.5077601,0,0
FBgn0031248,63073.22962,-8.512128221,0.169693533,-50.16177152,0,0
FBgn0031249,8237.30722,-2.26794491,0.210025002,-10.79845202,3.50E-27,7.44E-27
FBgn0267116,4.549870269,3.611855583,0.780634466,4.626820543,3.71E-06,5.17E-06
FBgn0029646,3.29275477,-0.115502601,0.790432125,-0.146125894,0.883822005,0.906795258
FBgn0031718,6.191060155,1.665946261,0.467789431,3.561316592,0.000369,0.000481625
FBgn0031719,5.588273231,0.171984052,0.402070628,0.427745873,0.668836148,0.704661619
FBgn0030597,1531.568977,-3.128539777,0.10442818,-29.95876961,3.38E-197,5.14E-196
FBgn0030596,392.0884325,-0.630472538,0.29918892,-2.107272351,0.035093979,0.041879022
FBgn0030595,708.7773485,-3.365158597,0.247209026,-13.61260406,3.37E-42,8.91E-42
FBgn0267138,24.98369445,1.155246089,0.203230627,5.684409401,1.31E-08,1.95E-08
FBgn0030593,66960.66607,3.671486531,0.125202166,29.32446492,5.06E-189,7.20E-188
FBgn0030592,336.136472,3.128916816,0.208242623,15.02534287,5.01E-51,1.49E-50
FBgn0000259,12341.7418,-0.125817154,0.046375322,-2.713019546,0.006667317,0.008277225
FBgn0030590,176.1300972,1.161615004,0.122599787,9.474853334,2.67E-21,5.13E-21
FBgn0000257,3523.702585,-0.450876454,0.035533293,-12.68884531,6.82E-37,1.67E-36
FBgn0000256,14419.78379,1.31166083,0.052000692,25.22391091,2.19E-140,1.99E-139
FBgn0051450,2721.352079,0.495265005,0.070641548,7.01095909,2.37E-12,3.84E-12
FBgn0030049,9307.719135,-0.488241862,0.086327806,-5.655673255,1.55E-08,2.30E-08
FBgn0030048,1211.278095,-0.954735449,0.083283856,-11.46363165,2.01E-30,4.48E-30
FBgn0000251,10301.54452,0.72526219,0.063214175,11.47309429,1.80E-30,4.02E-30
FBgn0000250,21714.93952,-0.480468538,0.043859137,-10.95481054,6.30E-28,1.35E-27
FBgn0259183,473.1552694,4.002422341,0.205338003,19.49187331,1.29E-84,6.04E-84
FBgn0067864,5484.494409,-0.399158439,0.039973837,-9.985492117,1.76E-23,3.52E-23
FBgn0259187,2.196689831,0.973772029,1.051805374,0.925810091,0.354544682,0.388760789
FBgn0259186,2.688486559,1.194686847,0.890433747,1.34169089,0.179696242,0.203113671
FBgn0067861,947.0393641,1.81057543,0.429150362,4.218976823,2.45E-05,3.33E-05
FBgn0259184,1154.169683,3.836499752,0.228686676,16.77622769,3.64E-63,1.28E-62
FBgn0259189,0.28159666,-0.286331504,3.999944614,-0.071583867,0.942933079,0.956461529
FBgn0259188,10.47859837,1.532718759,0.485221312,3.158803457,0.001584183,0.002016526
FBgn0036352,14.13219065,-1.701168851,0.349069039,-4.873445251,1.10E-06,1.55E-06
FBgn0038487,13.84304307,1.21758426,0.358079463,3.400318601,0.000673074,0.000870129
FBgn0010403,515.6005273,6.199997495,0.296677782,20.89808498,5.57E-97,3.08E-96
FBgn0022097,18314.28707,-0.181716078,0.035358957,-5.139180904,2.76E-07,3.96E-07
FBgn0262937,3984.491178,-1.365332859,0.040893971,-33.3871429,2.11E-244,4.73E-243
FBgn0015872,6809.804448,0.799816154,0.050378916,15.8760096,9.29E-57,3.01E-56
FBgn0033628,197.6401907,1.110059125,0.204334483,5.432558958,5.56E-08,8.12E-08
FBgn0267639,105.1432898,3.072969776,0.197030916,15.59638371,7.70E-55,2.43E-54
FBgn0030834,3223.562906,-0.464946637,0.066923624,-6.947421716,3.72E-12,6.02E-12
FBgn0038123,1323.373942,3.979263766,0.166851148,23.84918416,1.03E-125,7.95E-125
FBgn0265721,326.3902402,2.551001772,0.165470164,15.41668728,1.26E-53,3.91E-53
FBgn0265722,1.931966172,-0.653700281,1.110320031,-0.588749426,0.556029376,0.593645725
FBgn0266619,1306.481882,-0.161231081,0.07730786,-2.085571659,0.037017441,0.044090114
FBgn0011715,5549.20574,-1.37011488,0.051770066,-26.46538803,2.43E-154,2.57E-153
FBgn0261649,2062.055964,-1.255368746,0.079482726,-15.79423369,3.41E-56,1.10E-55
FBgn0261648,2419.017553,0.388287861,0.146967929,2.641990423,0.008242039,0.01019022
FBgn0011710,10726.91192,-2.216779708,0.052841003,-41.95188543,0,0
FBgn0044511,3246.887885,1.08705323,0.068749389,15.81182376,2.58E-56,8.31E-56
FBgn0020887,10011.42932,-1.076560916,0.052794524,-20.39152607,1.99E-92,1.04E-91
FBgn0265724,1.430008663,0.871347584,1.331614038,0.654354459,0.512883467,0.550302529
FBgn0261641,11101.36902,-0.518690895,0.030893373,-16.78971372,2.90E-63,1.02E-62
FBgn0261640,3039.889333,0.833949055,0.042912272,19.43381246,4.00E-84,1.86E-83
FBgn0261647,4461.307089,-0.630414148,0.054525639,-11.56179284,6.44E-31,1.44E-30
FBgn0266617,62.77798249,0.387952851,0.141201238,2.747517345,0.006004833,0.007470688
FBgn0266616,4.977059138,0.248448155,0.572343767,0.434089038,0.664223786,0.700097475
FBgn0031950,12000.67914,0.541280902,0.051874231,10.43448535,1.73E-25,3.56E-25
FBgn0029843,2633.881334,0.253741142,0.05079446,4.995449174,5.87E-07,8.35E-07
FBgn0030832,23.71567012,-5.689313893,1.090336742,-5.217942012,1.81E-07,2.61E-07
FBgn0040989,1752.372784,4.532375977,0.216741533,20.91143267,4.21E-97,2.33E-96
FBgn0031951,4031.677051,-0.327033628,0.051796143,-6.313860613,2.72E-10,4.22E-10
FBgn0028408,12674.57114,0.606909171,0.150328984,4.037206618,5.41E-05,7.26E-05
FBgn0040985,13298.24169,0.176658726,0.085891003,2.056778007,0.039707585,0.047207426
FBgn0040984,6.074632201,1.182241441,0.715144504,1.653150425,0.098300253,0.113704983
FBgn0034472,6884.116494,3.92417398,0.20530597,19.11378407,1.94E-81,8.71E-81
FBgn0029849,4580.598707,1.341447156,0.070654472,18.98601907,2.23E-80,9.87E-80
FBgn0029848,1109.897456,-4.313054284,0.102621327,-42.02882984,0,0
FBgn0051156,1977.425952,0.45977475,0.049043543,9.37482742,6.93E-21,1.32E-20
FBgn0267104,50.71776919,-0.985798716,0.524514927,-1.879448353,0.060183299,0.070756752
FBgn0026398,13.7121365,1.440704846,0.438982544,3.281918304,0.001031035,0.001322429
FBgn0026399,5.989420226,5.817005611,0.760639024,7.647524549,2.05E-14,3.48E-14
FBgn0051151,13847.08544,-0.470982139,0.060046565,-7.843615063,4.38E-15,7.51E-15
FBgn0026392,0.539836002,1.405326599,2.089560483,0.672546505,0.501235845,0.53863139
FBgn0026393,317.0663326,-0.075118515,0.100594263,-0.746747509,0.455215986,0.491990032
FBgn0026390,4.912652377,4.227656453,0.833419215,5.072664963,3.92E-07,5.61E-07
FBgn0026391,1.462102087,0.610246776,1.148755945,0.531224041,0.595263535,0.632483331
FBgn0026396,4.232389496,0.886268947,0.722729533,1.226280243,0.220093234,0.246622895
FBgn0026397,18.63041607,0.851716741,0.325577297,2.616020061,0.008896133,0.010984168
FBgn0051158,11769.90785,0.030938965,0.046048322,0.671880415,0.50165983,0.539053879
FBgn0265585,232.557762,4.978714402,0.239494108,20.78846298,5.50E-96,2.99E-95
FBgn0028981,0.446703241,1.808662584,1.519796649,1.190068807,0.234019349,0.261607361
FBgn0033248,1804.981335,4.518443321,0.252907395,17.86599924,2.17E-71,8.59E-71
FBgn0033249,545.7840352,1.642587387,0.094721438,17.34124215,2.30E-67,8.57E-67
FBgn0050201,0.07769745,-0.196175087,3.999944614,-0.049044451,0.960883872,0.969537164
FBgn0031484,3401.998579,-0.242710905,0.053679399,-4.521490723,6.14E-06,8.49E-06
FBgn0050203,271.0288708,0.629526012,0.088962157,7.076334841,1.48E-12,2.42E-12
FBgn0050202,0.013177029,-0.19617701,3.999944614,-0.049044932,0.960883489,0.969537164
FBgn0020497,22111.78302,-1.02164316,0.045570071,-22.41916987,2.56E-111,1.68E-110
FBgn0020496,31696.1662,-0.93304977,0.035514425,-26.27241678,3.96E-152,4.08E-151
FBgn0033240,867.8855212,-1.366774381,0.062205441,-21.97194255,5.34E-107,3.37E-106
FBgn0031485,1738.97715,-0.35040286,0.063353004,-5.530958865,3.18E-08,4.68E-08
FBgn0050209,2.469729111,-3.687962338,0.577062454,-6.390924093,1.65E-10,2.57E-10
FBgn0050208,0.091384188,-0.286334388,3.278664507,-0.087332628,0.93040712,0.946152887
FBgn0033244,7339.817605,-0.173132055,0.040801992,-4.24322554,2.20E-05,3.00E-05
FBgn0000115,4974.596999,-0.903594534,0.034960946,-25.84582591,2.71E-147,2.68E-146
FBgn0031959,1019.643632,-2.04637349,0.114784792,-17.82791485,4.29E-71,1.69E-70
FBgn0034802,91739.79386,-1.144392423,0.054052631,-21.17181704,1.74E-99,9.91E-99
FBgn0034904,1651.296223,3.672281282,0.20348212,18.04719393,8.30E-73,3.35E-72
FBgn0034906,19.24642163,-0.429542583,0.185035195,-2.321410171,0.020264717,0.024513929
FBgn0034907,3535.182277,3.329754966,0.151026208,22.04753074,1.01E-107,6.41E-107
FBgn0034900,37.93792125,-7.30110346,0.789741499,-9.244928202,2.35E-20,4.45E-20
FBgn0083943,2846.994855,3.256723863,0.205141554,15.87549575,9.37E-57,3.04E-56
FBgn0034902,9360.482648,-0.643686511,0.036706669,-17.53595558,7.62E-69,2.91E-68
FBgn0034903,20369.95087,-5.415207838,0.127857725,-42.353388,0,0
FBgn0034908,1672.394876,-0.582871253,0.046884634,-12.43203159,1.75E-35,4.19E-35
FBgn0034909,3650.788084,0.097041993,0.122284508,0.793575532,0.427442581,0.463548808
FBgn0083949,1046.993435,1.209440286,0.094917973,12.74195229,3.46E-37,8.49E-37
FBgn0038034,3159.659808,-0.782351132,0.082326138,-9.503070993,2.04E-21,3.92E-21
FBgn0038035,2278.835376,-0.264767298,0.047284472,-5.59945551,2.15E-08,3.18E-08
FBgn0035056,384.4060744,-4.957351392,0.1667296,-29.73288118,2.89E-194,4.29E-193
FBgn0038037,30960.47481,-0.557100528,0.0819226,-6.800327725,1.04E-11,1.67E-11
FBgn0036504,102.1651396,2.215209168,0.258726356,8.561977214,1.11E-17,2.00E-17
FBgn0038032,15422.45489,10.6509331,0.411168362,25.90406773,5.99E-148,5.96E-147
FBgn0038033,27882.63511,8.680958723,0.187519258,46.29369172,0,0
FBgn0050349,6592.025444,-0.667884701,0.070016645,-9.538941755,1.44E-21,2.78E-21
FBgn0030620,591.5082784,2.718275946,0.175058244,15.52783736,2.25E-54,7.03E-54
FBgn0030623,797.035011,2.263428323,0.136101041,16.63049973,4.19E-62,1.46E-61
FBgn0030622,1061.335189,3.193854574,0.164633009,19.39984331,7.74E-84,3.60E-83
FBgn0038038,12757.48694,-0.328825376,0.077886676,-4.221843742,2.42E-05,3.29E-05
FBgn0030624,1707.895898,3.084109481,0.193461356,15.94173405,3.25E-57,1.06E-56
FBgn0038318,6686.634821,-1.377046995,0.04106536,-33.53305551,1.59E-246,3.63E-245
FBgn0036058,13238.03687,-1.341984486,0.028864434,-46.49266569,0,0
FBgn0036059,10028.18388,0.334586966,0.046311068,7.224773249,5.02E-13,8.26E-13
FBgn0033028,12832.91779,-0.50836815,0.03821091,-13.304267,2.19E-40,5.63E-40
FBgn0033029,14714.75638,-0.784824025,0.039840632,-19.69908588,2.20E-86,1.05E-85
FBgn0033027,10533.39768,9.520483933,0.224821705,42.34681849,0,0
FBgn0013435,1147.294948,-0.787651589,0.045669779,-17.24666978,1.19E-66,4.38E-66
FBgn0036505,7791.547735,0.218681122,0.046157492,4.737716772,2.16E-06,3.03E-06
FBgn0013433,289.4165215,0.19811671,0.095976622,2.064218416,0.038997012,0.046394187
FBgn0036503,7.007637033,1.087727973,0.54536889,1.994481152,0.046099498,0.054576562
FBgn0033020,4473.016266,3.378804619,0.16247884,20.79535174,4.77E-96,2.60E-95
FBgn0036053,12155.58474,0.487583171,0.033626316,14.50004745,1.21E-47,3.45E-47
FBgn0036667,3913.048811,-0.961666707,0.06171202,-15.58313452,9.48E-55,2.99E-54
FBgn0284419,1.331119295,2.938313024,1.153051066,2.548293923,0.010825122,0.013296438
FBgn0284418,3.95718673,4.747938465,0.637695808,7.445459739,9.66E-14,1.62E-13
FBgn0040323,1865.944616,-0.673289012,0.052074651,-12.92930426,3.08E-38,7.69E-38
FBgn0284412,2.644667837,2.4457042,0.941259646,2.598331088,0.009367812,0.011551059
FBgn0010441,3105.143258,-1.085683421,0.077202306,-14.06283669,6.43E-45,1.76E-44
FBgn0284410,8.510057587,2.12722939,0.562129356,3.784234655,0.000154182,0.000203982
FBgn0284417,12.66786118,3.871648341,0.40815369,9.485760969,2.41E-21,4.62E-21
FBgn0284416,7.863150248,2.420924214,0.406100219,5.961395977,2.50E-09,3.79E-09
FBgn0284415,4.337104026,2.934306491,0.734360873,3.995728259,6.45E-05,8.64E-05
FBgn0284414,4.078661908,4.257674221,0.765841549,5.559471444,2.71E-08,3.99E-08
FBgn0267568,117.9965473,-1.774320472,0.129115762,-13.74209037,5.68E-43,1.52E-42
FBgn0267569,2.619789593,-0.716965614,1.144674392,-0.626348959,0.53108608,0.568820972
FBgn0050223,0.266949542,1.070113792,1.410352447,0.758756291,0.447998357,0.48469863
FBgn0030628,1702.694667,-0.436712251,0.070427947,-6.200837464,5.62E-10,8.65E-10
FBgn0032997,6871.671428,-0.602710173,0.064993097,-9.273449114,1.80E-20,3.41E-20
FBgn0267560,0.670194641,2.03960466,1.645224327,1.239712194,0.215081865,0.241378698
FBgn0000337,54.42627225,-1.632136099,0.284133134,-5.744265299,9.23E-09,1.38E-08
FBgn0267562,73.54585747,5.515918525,0.283624894,19.44793511,3.03E-84,1.42E-83
FBgn0267563,48.15629382,4.728608758,0.267683845,17.6649015,7.81E-70,3.02E-69
FBgn0267564,13.77669356,3.926876736,0.372801589,10.53342274,6.06E-26,1.26E-25
FBgn0267565,16.04316878,3.014759883,0.28397038,10.61645893,2.50E-26,5.23E-26
FBgn0265315,30.16023617,0.294893096,0.650498123,0.453334277,0.650308054,0.686502093
FBgn0267567,128.4072737,-0.626582959,0.093947901,-6.669472691,2.57E-11,4.08E-11
FBgn0014388,5463.236633,-0.666350422,0.064075608,-10.39943977,2.49E-25,5.14E-25
FBgn0041585,7434.034218,-0.150933627,0.043263428,-3.488711718,0.000485354,0.000630668
FBgn0014380,4499.343367,-0.878075635,0.054532388,-16.10191057,2.47E-58,8.19E-58
FBgn0041581,765.0410017,0.095039641,0.420369416,0.226086004,0.82113453,0.848552591
FBgn0041582,7433.853464,-0.204298486,0.045845204,-4.456267351,8.34E-06,1.15E-05
FBgn0003275,4448.228043,0.411897119,0.047514392,8.668891758,4.36E-18,7.93E-18
FBgn0032969,3900.237464,3.737174681,0.213586345,17.49725472,1.50E-68,5.71E-68
FBgn0267122,85.67344713,1.929620264,0.196161003,9.836920884,7.81E-23,1.54E-22
FBgn0032198,25488.62169,-0.478791404,0.047791752,-10.01828525,1.27E-23,2.53E-23
FBgn0264912,7.975578951,0.033658581,0.460780013,0.073046964,0.941768746,0.956094304
FBgn0264914,19.26980501,3.872604647,0.383302714,10.10325393,5.34E-24,1.08E-23
FBgn0264915,196.2634147,4.841053171,0.170038648,28.47031086,2.73E-178,3.56E-177
FBgn0264916,35.21435275,4.827558847,0.34772969,13.88307926,8.02E-44,2.17E-43
FBgn0032191,6143.664551,-0.86243847,0.042372452,-20.35375432,4.30E-92,2.23E-91
FBgn0036709,7.773287832,3.528897867,0.556097249,6.345828669,2.21E-10,3.44E-10
FBgn0032193,1157.971582,-0.151824126,0.078642112,-1.930570287,0.053536215,0.06314991
FBgn0032192,527.0049354,-0.217050485,0.129849603,-1.671552939,0.094612511,0.109620618
FBgn0032195,1574.683772,0.347948605,0.061640728,5.644784121,1.65E-08,2.45E-08
FBgn0032194,4047.343602,-0.624047365,0.077660244,-8.035609132,9.31E-16,1.62E-15
FBgn0032197,5701.57552,-0.893962689,0.068898496,-12.97506835,1.69E-38,4.25E-38
FBgn0032196,4470.207349,-0.129650043,0.052282192,-2.479812685,0.013145142,0.016052514
FBgn0250817,121.1201724,5.543067402,0.410287946,13.5101883,1.36E-41,3.58E-41
FBgn0030462,904.6421672,2.429880555,0.161523556,15.04350583,3.81E-51,1.14E-50
FBgn0036500,2601.964093,-0.209299652,0.064186682,-3.260795644,0.001111001,0.001422804
FBgn0030577,108.0365976,0.894918439,0.136400338,6.560969381,5.35E-11,8.42E-11
FBgn0263143,2051.35344,-0.623276629,0.074826229,-8.329654445,8.11E-17,1.44E-16
FBgn0036906,804.0257355,0.138245635,0.080390731,1.719671321,0.085492204,0.099389447
FBgn0033104,1273.550277,-0.373991199,0.072601778,-5.15126777,2.59E-07,3.72E-07
FBgn0028497,5150.880254,0.165203327,0.02802333,5.895206776,3.74E-09,5.64E-09
FBgn0028496,2304.087207,2.5287729,0.084350251,29.97943523,1.82E-197,2.77E-196
FBgn0028494,23349.83084,1.129831184,0.0532,21.23742825,4.31E-100,2.48E-99
FBgn0028491,16661.58276,0.624022019,0.090126563,6.923841339,4.40E-12,7.10E-12
FBgn0028490,29129.17179,0.354120766,0.060860915,5.818525122,5.94E-09,8.91E-09
FBgn0032740,1017.460596,2.912755025,0.222920084,13.06636427,5.13E-39,1.30E-38
FBgn0036501,5481.010898,1.011134423,0.074373013,13.59544781,4.26E-42,1.13E-41
FBgn0030572,1826.734737,0.652198777,0.064523325,10.10795368,5.09E-24,1.03E-23
FBgn0028499,1534.229446,-0.715598164,0.073065181,-9.793969613,1.20E-22,2.35E-22
FBgn0032965,426.0931303,3.991773936,0.145357144,27.46183523,5.02E-166,5.88E-165
FBgn0083054,6.326679601,-0.122297196,0.342727617,-0.356834961,0.721215362,0.754708068
FBgn0031006,8881.071698,0.154775783,0.062399345,2.480407165,0.013123243,0.016028011
FBgn0083057,1.388873277,0.384118462,0.754661919,0.508994098,0.610756361,0.64776404
FBgn0039859,464.4061174,0.059029508,0.076434993,0.772283809,0.439946353,0.476488196
FBgn0039858,84759.26147,-0.546798402,0.038679922,-14.13649179,2.26E-45,6.25E-45
FBgn0267179,14.84704393,5.52256536,0.720898144,7.660673577,1.85E-14,3.14E-14
FBgn0083053,3.378982806,-0.096166753,0.399856033,-0.240503445,0.809939993,0.838421189
FBgn0267177,12.41714648,2.813149222,0.446824774,6.29586671,3.06E-10,4.74E-10
FBgn0032374,2661.721725,2.285870205,0.095228784,24.00398393,2.53E-127,1.97E-126
FBgn0262455,0.399352836,1.863950895,0.722313036,2.580530602,0.009864861,0.012146818
FBgn0262454,3.465319612,2.089138794,0.561741142,3.719041812,0.00019998,0.000263476
FBgn0039851,492.4639833,-6.674076099,0.317214125,-21.03965608,2.84E-98,1.60E-97
FBgn0262452,0.069899114,-0.737169376,3.999944614,-0.184294896,0.853782118,0.878709264
FBgn0032373,5685.65074,0.029281649,0.145694998,0.200979096,0.84071492,0.86648244
